variant,accuracy,macro_f1,macro_precision,macro_recall,weighted_f1,weighted_precision,weighted_recall
text_no_lemma_no_stem_with_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_lemma_no_stem_with_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_no_lemma_stem_with_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_no_lemma_no_stem_no_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_lemma_no_stem_no_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_no_lemma_stem_no_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_lemma_stem_with_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
text_lemma_stem_no_stopwords,0.6533892382948987,0.5899641893604182,0.5775739825176215,0.6289408252869725,0.6703241982245879,0.7088548196336485,0.6533892382948987
